Permutation,BlockType,ShaderType,SPF1,SPF1_int,SPF1_hex,SPF1_flags_strict,SPF2,SPF2_int,SPF2_hex,SPF2_flags_strict,Occurrences,UniqueNifs,Meshes_total,Meshes_unique,trees,architecture,actors,decals,other,DominantClass,ExampleNifs,TopMaterials,SummaryCount,Delta_MapMinusSummary
BSLightingShaderProperty|Default|SPF1=2151677953|SPF2=161,BSLightingShaderProperty,Default,2151677953,2151677953,0x80400001,"Specular, Own_Emit, ZBuffer_Test",161,161,0x000000A1,"ZBuffer_Write, Vertex_Colors, Transform_Changed",438,430,438,430,0,0,0,0,438,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0001E4EB.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0001E4ED.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0001E4EF.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0001E4F1.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0001E4F3.NIF,,438,0
BSLightingShaderProperty|Default|SPF1=2353004553|SPF2=41,BSLightingShaderProperty,Default,2353004553,2353004553,0x8C400009,"Specular, Vertex_Alpha, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",41,41,0x00000029,"ZBuffer_Write, No_Fade, Vertex_Colors",417,355,417,355,1,409,0,0,7,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\CoastMossTire01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld02CornerMetalCom01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld02FrontBrickCom04.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld02FrontBrickCom04Angle.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld02FrontMetalCom06.nif,,417,0
BSLightingShaderProperty|EnvironmentMap|SPF1=2353005185|SPF2=9,BSLightingShaderProperty,EnvironmentMap,2353005185,2353005185,0x8C400281,"Specular, Environment_Mapping, Cast_Shadows, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",9,9,0x00000009,"ZBuffer_Write, No_Fade",399,247,399,247,0,397,0,0,2,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\ConcMuseum\MuseumExhibitMasscareRoom01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Residential\Res01ModernDoor01RR.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Residential\Res01ModernDoor01RRLoad.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Residential\Res01ModernDoor01Static.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Residential\Res01ModernDoor02RR.nif,,399,0
BSLightingShaderProperty|GlowShader|SPF1=2151678465|SPF2=65,BSLightingShaderProperty,GlowShader,2151678465,2151678465,0x80400201,"Specular, Cast_Shadows, Own_Emit, ZBuffer_Test",65,65,0x00000041,"ZBuffer_Write, Glow_Map",381,281,381,281,6,61,0,12,302,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\AnimObjects\Cigarette.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\AnimObjects\CigaretteMQ203.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\AnimObjects\PipBoy.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\RobotSelfDestructExplosion.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\CreatureMolerat.nif,,381,0
BSLightingShaderProperty|EnvironmentMap|SPF1=205521027|SPF2=161,BSLightingShaderProperty,EnvironmentMap,205521027,205521027,0x0C400083,"Specular, Skinned, Environment_Mapping, Own_Emit, Decal, Dynamic_Decal",161,161,0x000000A1,"ZBuffer_Write, Vertex_Colors, Transform_Changed",376,376,376,376,0,0,376,0,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002CBF.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002CC6.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002CCF.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002CD4.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002EF8.NIF,,376,0
BSLightingShaderProperty|Default|SPF1=2151678465|SPF2=145,BSLightingShaderProperty,Default,2151678465,2151678465,0x80400201,"Specular, Cast_Shadows, Own_Emit, ZBuffer_Test",145,145,0x00000091,"ZBuffer_Write, Double_Sided, Transform_Changed",362,301,362,301,0,0,0,0,362,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00019570.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00019572.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0001C169.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0001C1F3.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0001C2FD.NIF,,362,0
BSLightingShaderProperty|Default|SPF1=2151678720|SPF2=33,BSLightingShaderProperty,Default,2151678720,2151678720,0x80400300,"RGB_Falloff, Cast_Shadows, Own_Emit, ZBuffer_Test",33,33,0x00000021,"ZBuffer_Write, Vertex_Colors",342,205,342,205,1,299,0,0,42,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld04Corner30BrickRes01s.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld05StoneCom01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Commercial\MonorailStation01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Ruins\RuiBrickCorner01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Ruins\RuiBrickCorner02.nif,,342,0
BSLightingShaderProperty|Default|SPF1=2353005065|SPF2=41,BSLightingShaderProperty,Default,2353005065,2353005065,0x8C400209,"Specular, Vertex_Alpha, Cast_Shadows, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",41,41,0x00000029,"ZBuffer_Write, No_Fade, Vertex_Colors",306,299,306,299,0,303,1,0,2,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\CoastMossCar01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\CoastMossCar02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld02CornerMetalCom01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld02CornerMetalCom02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld02FrontBrickCom01.nif,,306,0
BSLightingShaderProperty|EnvironmentMap|SPF1=2151678593|SPF2=177,BSLightingShaderProperty,EnvironmentMap,2151678593,2151678593,0x80400281,"Specular, Environment_Mapping, Cast_Shadows, Own_Emit, ZBuffer_Test",177,177,0x000000B1,"ZBuffer_Write, Double_Sided, Vertex_Colors, Transform_Changed",305,297,305,297,0,0,0,0,305,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00019570.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00019572.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0002442F.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00026FEA.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0002716E.NIF,,305,0
BSLightingShaderProperty|Default|SPF1=2151678473|SPF2=33,BSLightingShaderProperty,Default,2151678473,2151678473,0x80400209,"Specular, Vertex_Alpha, Cast_Shadows, Own_Emit, ZBuffer_Test",33,33,0x00000021,"ZBuffer_Write, Vertex_Colors",275,205,275,205,2,207,2,0,64,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Airport\AirportTerminalEnd04.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld02FrontMetalCom02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld03CornerBrickCom02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld03FrontBrickRes02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld04EndBrickCom01.nif,,275,0
BSLightingShaderProperty|Default|SPF1=2151678467|SPF2=536870961,BSLightingShaderProperty,Default,2151678467,2151678467,0x80400203,"Specular, Skinned, Cast_Shadows, Own_Emit, ZBuffer_Test",536870961,536870961,0x20000031,"ZBuffer_Write, Double_Sided, Vertex_Colors, Tree_Anim",268,5,268,5,268,0,0,0,0,trees,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\Quest\CharacterGen\CGNukeTreeGroupFront01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\Quest\CharacterGen\CGNukeTreeGroupMain.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\Quest\CharacterGen\CGNukeTreeGroupSide01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\Quest\CharacterGen\CG_PrewarTreesPropWash01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\Quest\CharacterGen\CG_PrewarTreesPropWash02.nif,,268,0
BSLightingShaderProperty|Default|SPF1=2151677953|SPF2=129,BSLightingShaderProperty,Default,2151677953,2151677953,0x80400001,"Specular, Own_Emit, ZBuffer_Test",129,129,0x00000081,"ZBuffer_Write, Transform_Changed",240,88,240,88,0,0,0,0,240,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0002C071.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0002C075.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0002C07A.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0002C095.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0002C097.NIF,,240,0
BSLightingShaderProperty|Default|SPF1=2151678721|SPF2=33,BSLightingShaderProperty,Default,2151678721,2151678721,0x80400301,"Specular, RGB_Falloff, Cast_Shadows, Own_Emit, ZBuffer_Test",33,33,0x00000021,"ZBuffer_Write, Vertex_Colors",239,137,239,137,0,229,0,0,10,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Test\InvMarkerTest01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Test\InvMarkerTest03.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Test\InvMarkerTest04.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Test\InvMarkerTest05.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld04Corner30BrickRes01s.nif,,239,0
BSLightingShaderProperty|Default|SPF1=2353004553|SPF2=134217897,BSLightingShaderProperty,Default,2353004553,2353004553,0x8C400009,"Specular, Vertex_Alpha, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",134217897,134217897,0x080000A9,"ZBuffer_Write, No_Fade, Vertex_Colors, Transform_Changed, VATS_Target_Draw_All",228,228,228,228,0,0,0,0,228,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0004A8BE.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0004A8C0.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0004A8C9.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0004A8CA.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0004A8CB.NIF,,228,0
BSEffectShaderProperty|Default|SPF1=3758096432|SPF2=1073741856,BSEffectShaderProperty,Default,3758096432,3758096432,0xE0000030,"GreyscaleToPalette_Color, GreyscaleToPalette_Alpha, External_Emittance, Soft_Effect, ZBuffer_Test",1073741856,1073741856,0x40000020,"Vertex_Colors, Effect_Lighting",212,99,212,99,0,44,41,87,40,decals,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\BubblesSurface01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\BubblesSurfaceLite.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\CG_Nuke.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\ExplosionFireExtinguisher01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\ExplosionGrenade01.nif,,212,0
BSLightingShaderProperty|EnvironmentMap|SPF1=2353005185|SPF2=137,BSLightingShaderProperty,EnvironmentMap,2353005185,2353005185,0x8C400281,"Specular, Environment_Mapping, Cast_Shadows, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",137,137,0x00000089,"ZBuffer_Write, No_Fade, Transform_Changed",204,130,204,130,0,0,0,0,204,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0001C169.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0001C1F3.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0001C2FD.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00049414.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00049417.NIF,,204,0
BSLightingShaderProperty|EnvironmentMap|SPF1=2151678593|SPF2=161,BSLightingShaderProperty,EnvironmentMap,2151678593,2151678593,0x80400281,"Specular, Environment_Mapping, Cast_Shadows, Own_Emit, ZBuffer_Test",161,161,0x000000A1,"ZBuffer_Write, Vertex_Colors, Transform_Changed",203,169,203,169,0,0,0,0,203,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00017F6D.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM000192CB.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0001C169.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0001F865.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0001F868.NIF,,203,0
BSLightingShaderProperty|Default|SPF1=2151678464|SPF2=17,BSLightingShaderProperty,Default,2151678464,2151678464,0x80400200,"Cast_Shadows, Own_Emit, ZBuffer_Test",17,17,0x00000011,"ZBuffer_Write, Double_Sided",202,186,202,186,4,160,0,0,38,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Plants\BloodLeaf01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Plants\BloodLeaf02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Plants\BOSExpPlanter01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Plants\CarrotPlant01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Plants\CornStalk01Empty.nif,,202,0
BSEffectShaderProperty|Default|SPF1=3758096384|SPF2=1073741856,BSEffectShaderProperty,Default,3758096384,3758096384,0xE0000000,"External_Emittance, Soft_Effect, ZBuffer_Test",1073741856,1073741856,0x40000020,"Vertex_Colors, Effect_Lighting",199,116,199,116,0,37,4,95,63,decals,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\AnimObjects\Cigarette.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\AttachFXMist01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\CG_Nuke.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\ExplosionBottleCapMine.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\ExplosionGrenadeCryoDN102.nif,,199,0
BSLightingShaderProperty|Default|SPF1=2353005057|SPF2=33,BSLightingShaderProperty,Default,2353005057,2353005057,0x8C400201,"Specular, Cast_Shadows, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",33,33,0x00000021,"ZBuffer_Write, Vertex_Colors",196,164,196,164,3,158,0,0,35,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Grave_FreshCovered01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Grave_FreshOpen01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\DirtCliffs\DirtCliffLarge01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\DirtCliffs\DirtCliffMedium01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\DirtCliffs\DirtCliffShort01.nif,,196,0
BSLightingShaderProperty|Default|SPF1=2353004571|SPF2=160,BSLightingShaderProperty,Default,2353004571,2353004571,0x8C40001B,"Specular, Skinned, Vertex_Alpha, GreyscaleToPalette_Color, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",160,160,0x000000A0,"Vertex_Colors, Transform_Changed",190,190,190,190,0,0,190,0,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002CB2.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002EFC.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002EFE.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002F06.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002F08.NIF,,190,0
BSEffectShaderProperty|Default|SPF1=3758096400|SPF2=1073741856,BSEffectShaderProperty,Default,3758096400,3758096400,0xE0000010,"GreyscaleToPalette_Color, External_Emittance, Soft_Effect, ZBuffer_Test",1073741856,1073741856,0x40000020,"Vertex_Colors, Effect_Lighting",181,134,181,134,0,8,56,89,28,decals,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\Bot_arm_explosion.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\Bot_arm_explosion_lite.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\BreakableMetalPlate01explosion.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\BreakableRockWallGate01explosion.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\DiggerDust.nif,,181,0
BSEffectShaderProperty|Default|SPF1=3758096448|SPF2=1073741872,BSEffectShaderProperty,Default,3758096448,3758096448,0xE0000040,"Use_Falloff, External_Emittance, Soft_Effect, ZBuffer_Test",1073741872,1073741872,0x40000030,"Double_Sided, Vertex_Colors, Effect_Lighting",179,109,179,109,0,22,34,83,40,decals,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\ExplosionSplash.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\GoreExplosionLimbGlow01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\GoreExplosionLimbRed01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MirelurkKingProjectileBeam.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MPSBloodCannibalImpact02.nif,,179,0
BSEffectShaderProperty|Default|SPF1=2147483656|SPF2=33,BSEffectShaderProperty,Default,2147483656,2147483656,0x80000008,"Vertex_Alpha, ZBuffer_Test",33,33,0x00000021,"ZBuffer_Write, Vertex_Colors",177,158,177,158,0,22,0,2,153,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\AutoLoadMarker01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\MarkerAudioUmlaut01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\MarkerCOCHeading.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\MarkerRoad01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\MarkerTeleport.nif,,177,0
BSLightingShaderProperty|Default|SPF1=2151678481|SPF2=161,BSLightingShaderProperty,Default,2151678481,2151678481,0x80400211,"Specular, GreyscaleToPalette_Color, Cast_Shadows, Own_Emit, ZBuffer_Test",161,161,0x000000A1,"ZBuffer_Write, Vertex_Colors, Transform_Changed",176,104,176,104,0,0,0,0,176,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0001C169.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0001C1F3.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0001C2FD.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM000550B5.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM000572FA.NIF,,176,0
BSLightingShaderProperty|Default|SPF1=2353004563|SPF2=2097312,BSLightingShaderProperty,Default,2353004563,2353004563,0x8C400013,"Specular, Skinned, GreyscaleToPalette_Color, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",2097312,2097312,0x002000A0,"Vertex_Colors, Transform_Changed, Anisotropic_Lighting",175,175,175,175,0,0,175,0,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002CD4.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002CD6.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002EFA.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002EFC.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002EFE.NIF,,175,0
